policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211000161,CAN,Annual,Alberta Climate Change Technology Strategy,Alberta Climate Change Technology Strategy Canada (1999),Subnational region,,Canada,,,"Fiscal or financial incentives, Research & Development and Deployment (RD&D)",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,https://www.alberta.ca/emissions-reduction-and-energy-development-plan,,,,,,
211003075,CAN,Annual,Vessel Pollution and Dangerous Chemicals Regulations,Vessel Pollution and Dangerous Chemicals Regulations Canada (2013),Country,,Canada,,,Vehicle fuel-economy and emissions standards,"Transport, Shipping",Amendment of previous regulations.,Energy efficiency,,In force,2013.0,2013.0,,Unknown,Mitigation,http://unfccc.int/files/national_reports/annex_i_natcom/submitted_natcom/application/pdf/nc6_can_resubmission_english.pdf,,,,,,
211105490,CAN,Annual,"New public transit investments to build strong communities, fight climate change, and create new jobs","New public transit investments to build strong communities, fight climate change, and create new jobs Canada (2021)",Country,,Canada,,,"Direct investment, Funds to sub-national governments",Transport,"This measure consists of CAD 14.9 billion in investment for public transit projects over the next eight years, which includes permanent funding of $3 billion per year for Canadian communities beginning in 2026-27. This investment will focus on supporting the expansion of large urban transit systems, reduce pollution and create jobs, expanding low-emissions mobility, and increase access to public transport in rural areas.","Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",,In force,2021.0,,,,Mitigation,https://pm.gc.ca/en/news/news-releases/2021/02/10/new-public-transit-investments-build-strong-communities-fight-climate,01/10/2021,,,,,
211000371,CAN,Annual,Standards for mercury emissions,Standards for mercury emissions Canada (2006),Country,,Canada,,,Industrial air pollution standards,"Electricity and heat, Industry",,Non-energy use,,In force,2006.0,,,Unknown,Air pollution,https://ccme.ca/en/res/cws_mercury_epg_e.pdf,,,,,,
211000751,CAN,Annual,EcoENERGY Retrofit - Homes,EcoENERGY Retrofit - Homes Canada (2007),Country,,Canada,,,"Grants and subsidies, Advice or aid in implementation, Information provision",Buildings,,Energy efficiency,,Ended,2007.0,,2012.0,Unknown,Mitigation,https://www.iea.org/policies/2259-ecoenergy-retrofit-homes,,,,,,
211001128,CAN,Annual,Federal Buildings Initiative,Federal Buildings Initiative Canada (1991),Country,,Canada,,,"GHG emission reduction crediting and offsetting mechanism, Advice or aid in implementation, Information provision",Buildings,,Energy efficiency,,In force,1991.0,,,Unknown,Mitigation,http://www.nrcan.gc.ca/energy/efficiency/buildings/eefb/3705,,,,,,
211000997,CAN,Annual,"Energy efficiency Act (S.C. 1992, c. 36)","Energy efficiency Act (S.C. 1992, c. 36) Canada (2008)",Country,,Canada,,,"Performance label, Product standards, Monitoring","Industry, Industrial energy related",Legislative,Energy efficiency,,In force,2008.0,,,Unknown,Mitigation,http://laws-lois.justice.gc.ca/eng/acts/e-6.4/,,,,,,
211002110,CAN,Annual,New Ontario Centre of Excellence for Electricity and Alternative Energy Technology,New Ontario Centre of Excellence for Electricity and Alternative Energy Technology Canada (2003),Subnational region,,Canada,,,Policy support,Electricity and heat,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2003.0,,,Unknown,Mitigation,http://www.gov.on.ca/FIN/bud03e/pdf/budhi4.pdf,,,,,,
211003196,CAN,Annual,Kigali Amendment on HFCs,Kigali Amendment on HFCs Canada (2017),Country,,Canada,,,"Codes and standards, Product standards","Industry, Fluorinated gases","Phase down the consumption (imports and exports) of HFCs establish a system for permiting the import and export of new, used, recycled and reclaimed HFCs report on its HFC consumption ban the trade of HFC with Parties that have not ratified the amendment.",Non-energy use,,In force,2017.0,2019.0,,High,Mitigation,https://www.canada.ca/en/environment-climate-change/services/sustainable-development/strategic-environmental-assessment/public-statements/canada-agree-control-hydrofluorocarbons.html,,,,,,
240306351,CAN,Annual,Guideline B-15: Climate Risk Management,Guideline B-15: Climate Risk Management Canada (2023),Country,,Canada,,,"Regulatory Instruments, Codes and standards, Monitoring, Policy support, Strategic planning",General,The Office of the Superintendent of Financial Institutions (OSFI) Guideline provides a framework that takes into account the impact of climate change on risk management in Canada's financial system. The Guideline outlines OSFI's expectations for managing climate-related risks for federally-regulated financial institutions (FRFIs) and aims to enhance their resilience and risk management capabilities.,"Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2023.0,2024.0,,,Adaptation,https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/climate-risk-management,17/01/2024,,,,,
211000165,CAN,Annual,Alberta Reductions in Flaring,Alberta Reductions in Flaring Canada (1999),Subnational region,,Canada,,,"Policy support, Voluntary approaches","Industry, Fossil fuel exploration and production",,"Energy efficiency, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,https://inis.iaea.org/search/search.aspx?orig_q=RN:30041882,,,,,,
211000511,CAN,Annual,Climate Change Technology and Innovation Program,Climate Change Technology and Innovation Program Canada (2001),Country,,Canada,,,RD&D funding,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2001.0,,,Unknown,Mitigation,,,,,,,
211002263,CAN,Annual,"Pilot Emission Removals, Reductions and Learnings (PERRL)","Pilot Emission Removals, Reductions and Learnings (PERRL) Canada (2002)",Country,,Canada,,,Fiscal or financial incentives,Industry,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2002.0,,,Unknown,Mitigation,http://www.ec.gc.ca/perrl/,,,,,,
211000755,CAN,Annual,EcoENERGY for Biofuels,EcoENERGY for Biofuels Canada (2008),Country,,Canada,,,"Policy support, Grants and subsidies","Transport, Industry",,Renewables,,Ended,2008.0,,2017.0,Unknown,Mitigation,https://www.nrcan.gc.ca/energy/efficiency/energy-efficiency-transportation-and-alternative-fuels/alternative-fuels/biofuels/ecoenergy-biofuels-program/12358,,,,,,
211001425,CAN,Annual,Heavy-duty Vehicle and Engine Greenhouse Gas Emission Regulations,Heavy-duty Vehicle and Engine Greenhouse Gas Emission Regulations Canada (2013),Country,,Canada,,,"Codes and standards, Vehicle fuel-economy and emissions standards","Transport, Heavy-duty vehicles","""The objective of the Heavy-duty Vehicle and Engine Greenhouse Gas Emission Regulations (the Regulations) is to reduce Greenhouse Gas (GHG) emissions by establishing mandatory GHG emission standards for new on-road heavy-duty vehicles and engines that are aligned with U.S. national standards."" (Environment and Climate Change Canada, 2013)
""The standards will be implemented beginning with MY2014 vehicles and engines, and will be fully phased-in by 2018. They require CO2 emission reductions ranging from 6% to 23% in the MY2017 timeframe (as compared to a MY2010 baseline), as well as limits on N2O and CH4 emissions and A/C leakage."" (http://transportpolicy.net/index.php?title=Canada:_Heavy-duty:_GHG)
Standards apply to model years 2014-2018",Energy efficiency,,In force,2013.0,2014.0,,High,Mitigation,"http://www.ec.gc.ca/lcpe-cepa/eng/regulations/detailreg.cfm?intReg=214
http://canadagazette.gc.ca/rp-pr/p2/2013/2013-03-13/html/sor-dors24-eng.html
http://transportpolicy.net/index.php?title=Canada:_Heavy-duty:_GHG",,"Vehicle fuel consumption (MJ/tkm), Vehicle fuel consumption (MJ/tkm)","Vehicle fuel consumption (km/l), Vehicle fuel consumption (km/l)","1.38, 0.83",",","2027, 2027"
211002198,CAN,Annual,Ontario Feed-in Tariff Programme,Ontario Feed-in Tariff Programme Canada (2009),Subnational region,,Canada,,,Feed-in tariffs or premiums,Electricity and heat,,Renewables,,In force,2009.0,,,Unknown,Mitigation,https://www.ontario.ca/document/renewable-energy-development-ontario-guide-municipalities/40-feed-tariff-program,,,,,,
211002318,CAN,Annual,Program of Energy Research and Development (PERD),Program of Energy Research and Development (PERD) Canada (1974),Country,,Canada,,,RD&D funding,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1974.0,,,Unknown,Mitigation,http://www.nrcan.gc.ca/energy/science/programs-funding/1509,,,,,,
211000764,CAN,Annual,EcoTRANSPORT Strategy,EcoTRANSPORT Strategy Canada (2011),Country,,Canada,,,Strategic planning,"Transport, Light-duty vehicles, Heavy-duty vehicles, Air, Rail, Low-emissions mobility, Shipping",,Energy efficiency,,Ended,2011.0,,,Unknown,Mitigation,http://www.ecoaction.gc.ca/ecotransport/index-eng.cfm,,,,,,
211002863,CAN,Annual,The Canadian Agricultural Loans Act program,The Canadian Agricultural Loans Act program Canada (1985),Country,,Canada,,,Loans,Agriculture and forestry,"""The Canadian Agricultural Loans Act (CALA) Program is a loan guarantee program designed to increase the availability of loans to farmers and agricultural co-operatives. Farmers can use these loans to establish, improve, and develop farms, while agricultural co-operatives may also access loans to process, distribute, or market the products of farming""","Energy service demand reduction and resource efficiency, Non-energy use",,In force,1985.0,,,Unknown,Economic development,"http://www.agr.gc.ca/eng/?id=1288035482429
http://laws-lois.justice.gc.ca/eng/acts/f-2.7/page-1.html",,,,,,
211000319,CAN,Annual,British Columbia Fiscal Measures,British Columbia Fiscal Measures Canada (1999),Subnational region,,Canada,,,Fiscal or financial incentives,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,,,,,,,
211002196,CAN,Annual,Ontario Exemption of Bio-diesel from Fuel Tax,Ontario Exemption of Bio-diesel from Fuel Tax Canada (2002),Subnational region,,Canada,,,Fiscal or financial incentives,Transport,,Renewables,,In force,2002.0,,,Unknown,Mitigation,http://www.gov.on.ca/FIN/bud02e/paperc.htm,,,,,,
230806221,CAN,Annual,Exploring Approaches for Canada’s Transition to Net-Zero Emissions,Exploring Approaches for Canada’s Transition to Net-Zero Emissions Canada (2022),Country,,Canada,,,"Policy support, Strategic planning, Target, GHG reduction target, Political & non-binding GHG reduction target",General,"In its updated LTS, Canada sets out a target to reach 100% GHG emissions reduction by 2050 compared to 2005 levels.
Canada’s new LTS is not a climate plan – it is a depiction of various future scenarios that can complement Canada’s existing climate plans, and support future emissions reduction plans to be developed pursuant to the Act.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2022.0,2022.0,2050.0,,Mitigation,https://unfccc.int/sites/default/files/resource/LTS%20Full%20Draft_Final%20version_oct31.pdf,02/08/2023,,,,,
211002282,CAN,Annual,Power Smart New Home Program in British Columbia,Power Smart New Home Program in British Columbia Canada (2003),Subnational region,,Canada,,,Fiscal or financial incentives,Buildings,,Energy efficiency,,In force,2003.0,,,Unknown,Mitigation,https://www.sciencedirect.com/science/article/abs/pii/S0960148110003927,,,,,,
211001272,CAN,Annual,Gas Hydrates Research,Gas Hydrates Research Canada (1999),Country,,Canada,,,Research & Development and Deployment (RD&D),"Electricity and heat, Gas",,Other low-carbon technologies and fuel switch,,In force,1999.0,,,Unknown,Mitigation,http://gsc.nrcan.gc.ca/gashydrates/index_e.php,,,,,,
211000318,CAN,Annual,British Columbia Climate Change Plan,British Columbia Climate Change Plan Canada (2004),Subnational region,,Canada,,,"Policy support, Strategic planning",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2004.0,,,Unknown,Mitigation,https://www2.gov.bc.ca/assets/gov/environment/climate-change/action/cap/climateaction_plan_web.pdf,,,,,,
211000504,CAN,Annual,Climate Change Memorandum of Understanding between Prince Edward Island and,Climate Change Memorandum of Understanding between Prince Edward Island and Canada (2003),Subnational region,,Canada,,,Policy support,"Electricity and heat, Industry",,"Renewables, Other low-carbon technologies and fuel switch",,Ended,2003.0,,,Unknown,Mitigation,http://www.ec.gc.ca/media_archive/minister/speeches/2003/031031_s_e.htm,,,,,,
211001219,CAN,Annual,Freight Incentives Program,Freight Incentives Program Canada (2007),Country,,Canada,,,"Fiscal or financial incentives, Research & Development and Deployment (RD&D)","Transport, Shipping",,Energy efficiency,,In force,2007.0,,,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2004/10/freight-transportation-go-green.html,,,,,,
211000325,CAN,Annual,Building Plan,Building Plan Canada (2007),Country,,Canada,,,Strategic planning,Buildings,,Unknown,,Ended,2007.0,,2014.0,Unknown,Mitigation,https://www.infrastructure.gc.ca/prog/bcp-pcc-eng.html,,,,,,
211000759,CAN,Annual,EcoENERGY for Renewable Heat Program,EcoENERGY for Renewable Heat Program Canada (2007),Country,,Canada,,,"Negotiated agreements (public-private sector), Grants and subsidies, Codes and standards",Electricity and heat,,Renewables,,Ended,2007.0,,2011.0,Unknown,Mitigation,https://www.iea.org/policies/4576-ecoenergy-for-renewable-heat-program,,,,,,
211002355,CAN,Annual,Provincial Tax Relief to Promote Green Energy - British Columbia,Provincial Tax Relief to Promote Green Energy - British Columbia Canada (2004),Subnational region,,Canada,,,Fiscal or financial incentives,Electricity and heat,,Renewables,,Planned,2004.0,,,Unknown,Mitigation,https://archive.news.gov.bc.ca/releases/archive/2001-2005/2004EM0026-000681.htm,,,,,,
211001335,CAN,Annual,Grants made available through Manitoba's Provincial Climate Change Action Fund,Grants made available through Manitoba's Provincial Climate Change Action Fund Canada (2003),Subnational region,,Canada,,,Fiscal or financial incentives,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2003.0,,,Unknown,Mitigation,https://www.gov.mb.ca/asset_library/en/grants/ccf-fund-guide.pdf,,,,,,
211003315,CAN,Annual,Coal Phase-out,Coal Phase-out Canada (2018),Country,,Canada,,,"Strategic planning, Target","Electricity and heat, Coal",,"Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",,In force,2018.0,2019.0,2030.0,High,Mitigation,https://www.canada.ca/en/environment-climate-change/news/2018/12/canadas-coal-power-phase-out-reaches-another-milestone.html,,Fossil electricity capacity (GW),Energy efficiency improvement target (%),0,,2030
211000162,CAN,Annual,Alberta Electrcity Initiatives,Alberta Electrcity Initiatives Canada (2015),Subnational region,,Canada,,,"Direct investment, Procurement rules",Electricity and heat,"On November 22, 2015, Alberta announced its climate leadership plan. The plan states that:
• Alberta will phase out all coal-fired electricity generation in the province by 2030.
• Approximately 1/3 of this capacity will be replaced with natural gas, and 2/3 with renewables (up to 30% of Alberta’s total production).
• In the interim, Alberta will impose a carbon tax of $20 a tonne in 2017, $30 a tonne in 2018, and increasing in real terms after that. For the electricity sector, this will apply to coal-fired emissions above what Alberta’s cleanest natural gas-fired plan would emit for the same amount of electricity production.
In November, 2016, the Government of Alberta announced the first competition for new renewable energy development will begin in early 2017 with the successful bidders awarded at the end of 2017. It will be for up to 400 MW of renewable energy. The Government of Alberta also announced major changes to the electricity system. This includes:
• An electricity price ceiling of 6.8 cents/KWh from June 2017 until June 2021
• Partial re-regulation of the Alberta energy market (details TBA)
• Introduction of a capacity market (paired with the existing generation market), to encourage development of renewable generation. The market will be in place by 2021.
• Plan to introduce Bill 34, the Electric Utilities Amendment Act, would allow the Balancing Pool to borrow money from the province to manage its funding obligations. This change, in conjunction with Ministerial Orders that allow the Balancing Pool to smooth price volatility over a longer period of time, would support electricity costs remaining low and stable.",Renewables,,In force,2015.0,,,Unknown,Mitigation,https://www.osler.com/en/resources/regulations/2024/a-surge-of-initiatives-developments-in-alberta-power-and-electricity-policy-to-watch-in-2024,,,,,,
211001795,CAN,Annual,Market Incentive Program,Market Incentive Program Canada (2002),Country,,Canada,,,"Grants and subsidies, Fiscal or financial incentives",Electricity and heat,,Renewables,,Ended,2002.0,,2006.0,Unknown,Mitigation,https://www.iea.org/policies/3489-market-incentive-program,,,,,,
211003188,CAN,Annual,Public Transit Infrastructure Fund,Public Transit Infrastructure Fund Canada (2016),Country,,Canada,,,"Grants and subsidies, Loans, Funds to sub-national governments, Infrastructure investments",Transport,"""The Public Transit Infrastructure Fund is investing $3.4 billion over three years to upgrade and improve public transit systems across Canada including investments in energy efficient buses, increasing accessibility of public transit, integrating alternative and active transportation into public transit systems and repairing transit infrastructure.""",Other low-carbon technologies and fuel switch,,In force,2016.0,2016.0,,Unknown,Mitigation,https://www.infrastructure.gc.ca/plan/ptif-fitc-eng.php,,,,,,
211000956,CAN,Annual,Energy Retrofit Assistance for Implementation Projects (ERA-I),Energy Retrofit Assistance for Implementation Projects (ERA-I) Canada (2006),Country,,Canada,,,"Grants and subsidies, Advice or aid in implementation, Policy support",Buildings,,Energy efficiency,,Superseded,2006.0,,,Unknown,Mitigation,https://www.iea.org/policies/1638-energy-retrofit-assistance-for-implementation-projects-era-i,,,,,,
211000188,CAN,Annual,Amendment 9 to the Energy efficiency Regulations,Amendment 9 to the Energy efficiency Regulations Canada (2006),Country,,Canada,,,"Building codes and standards, Product standards","Buildings, Appliances, Construction",,Energy efficiency,,Superseded,2006.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/energy-efficiency/energy-efficiency-regulations/regulatory-announcements/regulations-amending-the-canadas-energy-efficiency-regulations/6977,,,,,,
211000427,CAN,Annual,Centre for Research in Cleaner Manufacturing,Centre for Research in Cleaner Manufacturing Canada (1999),Country,,Canada,,,"Policy support, Research & Development and Deployment (RD&D)",Industry,,"Energy service demand reduction and resource efficiency, Energy efficiency",,In force,1999.0,,,Unknown,Mitigation,,,,,,,
211001263,CAN,Annual,Future Fuels Initiative,Future Fuels Initiative Canada (2001),Country,,Canada,,,"Funds to sub-national governments, Fiscal or financial incentives, Loans, Tax relief, Information provision, Research programme","Transport, Industry",,Renewables,,In force,2001.0,,,Unknown,Mitigation,https://www.cesarnet.ca/biocap-archive/rif/report/Walburger_A.pdf,,,,,,
211002675,CAN,Annual,SmartWay Transport Partnership,SmartWay Transport Partnership Canada (2012),Country,,Canada,,,"Advice or aid in implementation, Strategic planning","Transport, Heavy-duty vehicles, Rail, Shipping","SmartWay works with freight carriers and shippers committed to benchmarking their operations, tracking their fuel consumption and improving their annual performance. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2012.0,,,Unknown,"Mitigation, Energy security",https://publications.gc.ca/collections/collection_2014/rncan-nrcan/M144-258-2013.pdf,,,,,,
211003318,CAN,Annual,Alberta Technology Innovation and Emissions Reduction,Alberta Technology Innovation and Emissions Reduction Canada (2019),Subnational region,,Canada,Alberta,,"GHG emission reduction crediting and offsetting mechanism, Obligation schemes",Industry,"The Technology Innovation and Emissions Reduction Regulation requires regulated facilities to reduce greenhouse gas emissions. The regulation applies to facilities which emit more than 100,000 tonnes of carbon dioxide. Facilities which emit less than the threshold may opt-in to the regulation, and conventional oil and gas facilities under the same ownership may be combined into a single aggregate facility. The regulation sets out high-performance benchmarks or enables the director to set facility-specific product benchmarks. To meet the emissions reduction requirement, facilities can reduce their emissions or use emission performance credits, emission offsets or pay into the regulated fund. Regulated facilities must provide annual compliance reports and facilities that emit more than 1 million tonnes of carbon dioxide must also provide a yearly forecasting report.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2019.0,2019.0,,High,Mitigation,https://www.alberta.ca/technology-innovation-and-emissions-reduction-system.aspx,,,,,,
211000503,CAN,Annual,Climate Change Memorandum of Understanding (MOU) between Nunavut and,Climate Change Memorandum of Understanding (MOU) between Nunavut and Canada (2003),Country,,Canada,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2003.0,,,Unknown,Mitigation,http://www.ec.gc.ca/media_archive/minister/speeches/2003/031031_s_e.htm,,,,,,
211002932,CAN,Annual,Transition Principles for Emission Reduction Investments in Coal-fired Power Stations - Alberta,Transition Principles for Emission Reduction Investments in Coal-fired Power Stations - Alberta Canada (2004),Subnational region,,Canada,,,Policy support,Electricity and heat,,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2004.0,,,Unknown,Mitigation,https://www.sciencedirect.com/science/article/pii/S0306261921001392,,,,,,
211105488,CAN,Annual,Loan to the electric vehicle battery factory Lion Electric,Loan to the electric vehicle battery factory Lion Electric Canada (2021),Country,,Canada,,,"Fiscal or financial incentives, Loans","Transport, Low-emissions mobility",CAD 100 million loan by the federal and Quebec governments to the Lion Electric Company to build a EV battery factory.,Other low-carbon technologies and fuel switch,,In force,2021.0,,,,Mitigation,https://www.cbc.ca/news/canada/montreal/trudeau-legault-electric-vehicle-announcement-1.5949998,01/10/2021,,,,,
211001700,CAN,Annual,Light-duty Motor Vehicle Fuel Consumption Standards Act,Light-duty Motor Vehicle Fuel Consumption Standards Act Canada (2010),Country,,Canada,,,Vehicle fuel-economy and emissions standards,"Transport, Light-duty vehicles","Fuel consumption standards for light duty vehicles were last amended in 2010, to a fleet average value of 6.8l/100km for passenger cars and 8.5l/100km for light trucks.",Energy efficiency,,In force,2010.0,,0.0,Unknown,Mitigation,http://transportpolicy.net/index.php?title=Canada:_Light-duty:_Fuel_Consumption_and_GHG,,,,,,
211001352,CAN,Annual,Green Municipal Funds,Green Municipal Funds Canada (2000),Country,,Canada,,,"Funds to sub-national governments, Infrastructure investments, Fiscal or financial incentives, Grants and subsidies, Loans, Advice or aid in implementation, Policy support, Auditing, Other mandatory requirements, Voluntary approaches",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2000.0,,2001.0,Unknown,Mitigation,http://www.fcm.ca,,,,,,
211002879,CAN,Annual,The Investments in Forest Industry Transformation,The Investments in Forest Industry Transformation Canada (2010),Country,,Canada,,,RD&D funding,"Agriculture and forestry, Forestry","""The Investments in Forest Industry Transformation (IFIT) program was created in 2010 to support Canada’s forest sector in becoming more economically competitive and environmentally sustainable. The initial four-year $100-million initiative supported forest industry transformation by accelerating the deployment of highly innovative, first-in-kind technologies at Canadian forest industry facilities. These projects included bioenergy, biomaterials, biochemicals and next-generation building products.""","Energy service demand reduction and resource efficiency, Non-energy use",,In force,2010.0,,,Unknown,Economic development,http://www.nrcan.gc.ca/forests/federal-programs/13139,,,,,,
211105492,CAN,Annual,Strategic Innovation Fund,Strategic Innovation Fund Canada (2017),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies, Loans","Industry, Transport, Agriculture and forestry","The Strategic Innovation Fund's objective is to spur innovation in national industries. Budget 2021 proposes to provide the Strategic Innovation Fund with an incremental $7.2 billion over seven years on a cash basis, starting in 2021-22, and $511.4 million ongoing. Out of this funding, CAD 5 billion will go to the Strategic Innovation Fund’s Net Zero Accelerator. This would scale up its support for projects that will help decarbonize heavy industry, support clean technologies and help meaningfully accelerate domestic greenhouse gas emissions reductions by 2030.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2017.0,2017.0,2028.0,,Mitigation,https://ised-isde.canada.ca/site/strategic-innovation-fund/en,01/10/2021,,,,,
211001400,CAN,Annual,Growing Forward 2,Growing Forward 2 Canada (2013),Country,,Canada,,,"Direct investment, Fiscal or financial incentives, Strategic planning",Agriculture and forestry,"""Growing Forward 2 is Canada’s current agriculture policy framework and covers a five year period with a focus on innovation, competitiveness, and market development. This CA$3 billion investment by federal, provincial and territorial governments supports strategic initiatives in priority areas, including cost-shared and federal-only programs to advance environmentally sustainable agriculture in Canada.""","Energy service demand reduction and resource efficiency, Non-energy use",,Ended,2013.0,,2018.0,High,Mitigation,"http://unfccc.int/files/national_reports/biennial_reports_and_iar/submitted_biennial_reports/application/pdf/canadas_2nd_biennial_report.pdf
http://www.agr.gc.ca/eng/about-us/key-departmental-initiatives/growing-forward-2/?id=1294780620963",,,,,,
211000374,CAN,Annual,Canadian Climate Action Fund,Canadian Climate Action Fund Canada (1999),Country,,Canada,,,Fiscal or financial incentives,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,1999.0,,,Unknown,"Mitigation, Adaptation",https://www.canada.ca/en/environment-climate-change/services/climate-change/climate-action-fund.html,,,,,,
211105471,CAN,Annual,Output-Based Pricing System (OBPS),Output-Based Pricing System (OBPS) Canada (2019),Country,,Canada,,,"Regulatory Instruments, Industrial air pollution standards, Fiscal or financial incentives, CO2 taxes",Industry,"This policy is developed under the Greenhouse Gas Pollution Act of 2018 and is part of the federal carbon pollution pricing system. It is designed to put a price on the carbon pollution of industrial facilities that emit 50,000 tonnes of carbon dioxide equivalent (CO2e) or more per year, while minimizing international competitiveness and carbon leakage risks from exposure to the federal fuel charge. It also sets an emissions limit for each facility.
It was last ammended on July 2021 to address implementation issues",Energy service demand reduction and resource efficiency,,In force,2019.0,,,,Mitigation,"https://laws-lois.justice.gc.ca/eng/regulations/SOR-2019-266/page-1.html#h-1183989
https://www.canada.ca/en/environment-climate-change/services/climate-change/pricing-pollution-how-it-will-work/output-based-pricing-system/review.html",01/10/2021,,,,,
211002088,CAN,Annual,Natural Gas Vehicle Transformation,Natural Gas Vehicle Transformation Canada (2003),Country,,Canada,,,"Grants and subsidies, Fiscal or financial incentives, Information provision","Transport, Industry",,Other low-carbon technologies and fuel switch,,Ended,2003.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/sites/nrcan/files/oee/pdf/transportation/alternative-fuels/resources/pdf/roadmap.pdf,,,,,,
211002202,CAN,Annual,Ontorio Building Code,Ontorio Building Code Canada (2012),Subnational region,,Canada,,,Building codes and standards,"Buildings, Construction",,Energy efficiency,,In force,2012.0,,,Unknown,"Mitigation, Energy access",https://www.ontario.ca/laws/regulation/120332,,,,,,
240306353,CAN,Annual,"Strengthening Environmental Protection for a Healthier Canada Act (S.C. 2023, c. 12)","Strengthening Environmental Protection for a Healthier Canada Act (S.C. 2023, c. 12) Canada (2023)",Country,,Canada,,,"Regulatory Instruments, Codes and standards, Monitoring, Policy support, Strategic planning",General,"Canada recognises that every individual in the country has the right to a healthy environment, as provided under the Act, and that the Government of Canada must protect this right.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2023.0,,,,"Mitigation, Adaptation",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC218229,18/01/2024,,,,,
211002942,CAN,Annual,Trust fund for Clean Air and Climate Change,Trust fund for Clean Air and Climate Change Canada (2007),Country,,Canada,,,Fiscal or financial incentives,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Non-energy use, Other low-carbon technologies and fuel switch",,Ended,2007.0,,2010.0,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2007/05/canada-new-government-supports-clean-air-energy-efficiency-projects-nova-scotia-42-5-million-trust-fund.html,,,,,,
211105482,CAN,Annual,Canada’s COVID-19 Economic Response Plan: New Support to Protect Canadian Jobs,COVID-19 Economic Response Plan: New Support to Protect Canadian Jobs Canada (2020),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies, Loans","Electricity and heat, Oil, Gas","As part of its COVID-19 economic response, the Canadian government has announced grants for CAD 1.7 billion to cleaning up orphan oil as gas wells, CAD 750 million in loans to help oil and gas companies reduce their methane emissions, and established a Business Credit Availability Program to provide liquidity to energy companies through individual credits.",Energy service demand reduction and resource efficiency,,In force,2020.0,,,,Mitigation,https://www.canada.ca/en/department-finance/news/2020/04/canadas-covid-19-economic-response-plan-new-support-to-protect-canadian-jobs.html#Canadas_energy_sector,01/10/2021,,,,,
